EXPERIMENT,YEAR,LOCATION,VARIETY,FAMILY,CHECK,RM,REPNO,YIELD,CLASS_OF
14YT005047,2014,2440,V114688,FAM06758,False,3.2,2,62.3772354,2014
14YT005047,2014,2440,V152306,FAM13804,False,3.2,1,67.8946102,2014
14YT005047,2014,2440,V152306,FAM13804,False,3.2,2,66.2829967,2014
14YT005047,2014,2440,V152320,FAM11190,False,3.1,1,71.3492149,2014
14YT005047,2014,2440,V152320,FAM11190,False,3.1,2,72.7435773,2014
14YT005047,2014,2440,V155843,FAM13991,True,3,1,67.5784734,2011
14YT005047,2014,2440,V155843,FAM13991,True,3,2,65.5650718,2011
14YT005047,2014,3120,V103142,FAM00460,True,3.1,1,51.3404039,.
14YT005047,2014,3120,V103142,FAM00460,True,3.1,2,64.0971027,.
14YT005047,2014,3120,V103150,FAM00505,True,3.4,1,72.1869922,.
14YT005047,2014,3120,V103150,FAM00505,True,3.4,2,82.869917,.
14YT005047,2014,3120,V114589,FAM11189,False,3.1,1,70.6321822,2014
14YT005047,2014,3120,V114589,FAM11189,False,3.1,2,79.1359045,2014
14YT005047,2014,3120,V114676,FAM11223,False,3.2,1,67.1039709,2014
14YT005047,2014,3120,V114676,FAM11223,False,3.2,2,71.8760599,2014
14YT005047,2014,3120,V114685,FAM06758,False,3,1,82.9728176,2014
14YT005047,2014,3120,V114685,FAM06758,False,3,2,72.1869922,2014
14YT005047,2014,3120,V114688,FAM06758,False,3.2,1,67.209102,2014
14YT005047,2014,3120,V114688,FAM06758,False,3.2,2,71.5651277,2014
14YT005047,2014,3120,V152306,FAM13804,False,3.2,1,68.7640607,2014
14YT005047,2014,3120,V152306,FAM13804,False,3.2,2,66.8981697,2014
14YT005047,2014,3120,V152320,FAM11190,False,3.1,1,48.1255041,2014
14YT005047,2014,3120,V152320,FAM11190,False,3.1,2,81.004026,2014
14YT005047,2014,3120,V155843,FAM13991,True,3,1,51.9622685,2011
14YT005047,2014,3120,V155843,FAM13991,True,3,2,62.2313604,2011
14YT005047,2014,3135,V103142,FAM00460,True,3.1,1,61.3303855,.
14YT005047,2014,3135,V103142,FAM00460,True,3.1,2,71.3569473,.
14YT005047,2014,3135,V103150,FAM00505,True,3.4,1,69.6970062,.
14YT005047,2014,3135,V103150,FAM00505,True,3.4,2,63.187057,.
14YT005047,2014,3135,V114589,FAM11189,False,3.1,1,62.8258641,2014
14YT005047,2014,3135,V114589,FAM11189,False,3.1,2,58.9157905,2014
14YT005047,2014,3135,V114676,FAM11223,False,3.2,1,64.9637279,2014
14YT005047,2014,3135,V114676,FAM11223,False,3.2,2,58.9867205,2014
14YT005047,2014,3135,V114685,FAM06758,False,3,1,76.9614605,2014
14YT005047,2014,3135,V114685,FAM06758,False,3,2,61.1977448,2014
14YT005047,2014,3135,V114688,FAM06758,False,3.2,1,76.4720879,2014
14YT005047,2014,3135,V114688,FAM06758,False,3.2,2,66.1368243,2014
14YT005047,2014,3135,V152306,FAM13804,False,3.2,1,73.7578618,2014
14YT005047,2014,3135,V152306,FAM13804,False,3.2,2,66.4821063,2014
14YT005047,2014,3135,V152320,FAM11190,False,3.1,1,68.7297109,2014
14YT005047,2014,3135,V152320,FAM11190,False,3.1,2,62.421102,2014
14YT005047,2014,3135,V155843,FAM13991,True,3,1,58.1269356,2011
14YT005047,2014,3135,V155843,FAM13991,True,3,2,70.812853,2011
14YT005047,2014,3140,V103142,FAM00460,True,3.1,1,78.6169406,.
14YT005047,2014,3140,V103142,FAM00460,True,3.1,2,81.7289398,.
14YT005047,2014,3140,V103150,FAM00505,True,3.4,1,74.2609149,.
14YT005047,2014,3140,V103150,FAM00505,True,3.4,2,80.6908632,.
14YT005047,2014,3140,V114589,FAM11189,False,3.1,1,85.670984,2014
14YT005047,2014,3140,V114589,FAM11189,False,3.1,2,79.3439362,2014
14YT005047,2014,3140,V114676,FAM11223,False,3.2,1,80.8988949,2014
14YT005047,2014,3140,V114676,FAM11223,False,3.2,2,77.4758147,2014
14YT005047,2014,3140,V114685,FAM06758,False,3,1,80.7959943,2014
14YT005047,2014,3140,V114685,FAM06758,False,3,2,77.1648824,2014
14YT005047,2014,3140,V114688,FAM06758,False,3.2,1,89.5077483,2014
14YT005047,2014,3140,V114688,FAM06758,False,3.2,2,82.6618853,2014
14YT005047,2014,3140,V152306,FAM13804,False,3.2,1,78.1000584,2014
14YT005047,2014,3140,V152306,FAM13804,False,3.2,2,85.2547719,2014
14YT005047,2014,3140,V152320,FAM11190,False,3.1,1,85.359903,2014
14YT005047,2014,3140,V152320,FAM11190,False,3.1,2,75.5071718,2014
14YT005047,2014,3140,V155843,FAM13991,True,3,1,79.4468368,2011
14YT005047,2014,3140,V155843,FAM13991,True,3,2,81.1069266,2011
14YT005047,2014,3170,V103142,FAM00460,True,3.1,1,66.9942301,.
14YT005047,2014,3170,V103142,FAM00460,True,3.1,2,63.5003685,.
14YT005047,2014,3170,V103150,FAM00505,True,3.4,1,66.8639686,.
14YT005047,2014,3170,V103150,FAM00505,True,3.4,2,70.4812514,.
14YT005047,2014,3170,V114589,FAM11189,False,3.1,1,70.2480894,2014
14YT005047,2014,3170,V114589,FAM11189,False,3.1,2,66.6672382,2014
14YT005047,2014,3170,V114676,FAM11223,False,3.2,2,63.9851314,2014
14YT005047,2014,3170,V114685,FAM06758,False,3,1,73.4674502,2014
14YT005047,2014,3170,V114685,FAM06758,False,3,2,69.5141048,2014
14YT005047,2014,3170,V114688,FAM06758,False,3.2,1,74.1328839,2014
14YT005047,2014,3170,V114688,FAM06758,False,3.2,2,64.478965,2014
14YT005047,2014,3170,V152306,FAM13804,False,3.2,1,74.3318449,2014
14YT005047,2014,3170,V152306,FAM13804,False,3.2,2,70.1749288,2014
14YT005047,2014,3170,V152320,FAM11190,False,3.1,1,67.554384,2014
14YT005047,2014,3170,V152320,FAM11190,False,3.1,2,69.8662271,2014
14YT005047,2014,3170,V155843,FAM13991,True,3,1,66.5369767,2011
14YT005047,2014,3170,V155843,FAM13991,True,3,2,65.6086409,2011
14YT005047,2014,3202,V103142,FAM00460,True,3.1,1,55.4491411,.
14YT005047,2014,3202,V103142,FAM00460,True,3.1,2,59.4378771,.
14YT005047,2014,3202,V103150,FAM00505,True,3.4,1,57.9504283,.
14YT005047,2014,3202,V103150,FAM00505,True,3.4,2,56.5226083,.
14YT005047,2014,3202,V114589,FAM11189,False,3.1,1,52.9416084,2014
14YT005047,2014,3202,V114589,FAM11189,False,3.1,2,53.4815391,2014
14YT005047,2014,3202,V114676,FAM11223,False,3.2,1,48.6902677,2014
14YT005047,2014,3202,V114676,FAM11223,False,3.2,2,54.7512907,2014
14YT005047,2014,3202,V114685,FAM06758,False,3,1,59.0579479,2014
14YT005047,2014,3202,V114685,FAM06758,False,3,2,54.2604311,2014
14YT005047,2014,3202,V114688,FAM06758,False,3.2,2,51.9042754,2014
14YT005047,2014,3202,V152306,FAM13804,False,3.2,1,52.9436902,2014
14YT005047,2014,3202,V152306,FAM13804,False,3.2,2,57.6601654,2014
14YT005047,2014,3202,V152320,FAM11190,False,3.1,1,53.5541049,2014
14YT005047,2014,3202,V152320,FAM11190,False,3.1,2,51.8104455,2014
14YT005047,2014,3202,V155843,FAM13991,True,3,1,52.6961043,2011
14YT005047,2014,3202,V155843,FAM13991,True,3,2,53.1976703,2011
14YT005047,2014,3203,V103142,FAM00460,True,3.1,1,45.1715732,.
14YT005047,2014,3203,V103142,FAM00460,True,3.1,2,54.4165664,.
14YT005047,2014,3203,V103150,FAM00505,True,3.4,1,50.9976498,.
14YT005047,2014,3203,V103150,FAM00505,True,3.4,2,52.9823523,.
14YT005047,2014,3203,V114589,FAM11189,False,3.1,1,54.4837789,2014
14YT005047,2014,3203,V114589,FAM11189,False,3.1,2,41.6406853,2014
14YT005047,2014,3203,V114676,FAM11223,False,3.2,1,50.9401028,2014
14YT005047,2014,3203,V114685,FAM06758,False,3,1,33.3048456,2014
14YT005047,2014,3203,V114685,FAM06758,False,3,2,39.8448322,2014
14YT005047,2014,3203,V114688,FAM06758,False,3.2,1,45.8086052,2014
14YT005047,2014,3203,V114688,FAM06758,False,3.2,2,46.00712,2014
14YT005047,2014,3203,V152306,FAM13804,False,3.2,1,59.8872494,2014
14YT005047,2014,3203,V152306,FAM13804,False,3.2,2,52.607925,2014
14YT005047,2014,3203,V152320,FAM11190,False,3.1,1,39.7648314,2014
14YT005047,2014,3203,V152320,FAM11190,False,3.1,2,48.4527934,2014
14YT005047,2014,3203,V155843,FAM13991,True,3,1,34.7902126,2011
14YT005047,2014,3203,V155843,FAM13991,True,3,2,42.7642646,2011
14YT005047,2014,3205,V103142,FAM00460,True,3.1,1,58.1864157,.
14YT005047,2014,3205,V103142,FAM00460,True,3.1,2,55.5933804,.
14YT005047,2014,3205,V103150,FAM00505,True,3.4,1,61.8151484,.
14YT005047,2014,3205,V103150,FAM00505,True,3.4,2,65.135328,.
14YT005047,2014,3205,V114589,FAM11189,False,3.1,1,58.6002485,2014
14YT005047,2014,3205,V114589,FAM11189,False,3.1,2,35.0553452,2014
14YT005047,2014,3205,V114676,FAM11223,False,3.2,1,55.5933804,2014
14YT005047,2014,3205,V114676,FAM11223,False,3.2,2,51.7542368,2014
14YT005047,2014,3205,V114685,FAM06758,False,3,1,57.0454385,2014
14YT005047,2014,3205,V114685,FAM06758,False,3,2,45.6353694,2014
14YT005047,2014,3205,V114688,FAM06758,False,3.2,1,54.6582044,2014
14YT005047,2014,3205,V114688,FAM06758,False,3.2,2,61.2960357,2014
14YT005047,2014,3205,V152306,FAM13804,False,3.2,1,57.3563708,2014
14YT005047,2014,3205,V152306,FAM13804,False,3.2,2,55.6962809,2014
14YT005047,2014,3205,V152320,FAM11190,False,3.1,1,56.1101138,2014
14YT005047,2014,3205,V152320,FAM11190,False,3.1,2,68.0391469,2014
14YT005047,2014,3205,V155843,FAM13991,True,3,1,63.7861704,2011
14YT005047,2014,3205,V155843,FAM13991,True,3,2,53.311426,2011
14YT005047,2014,3240,V103142,FAM00460,True,3.1,1,76.8539502,.
14YT005047,2014,3240,V103142,FAM00460,True,3.1,2,77.1648824,.
14YT005047,2014,3240,V103150,FAM00505,True,3.4,1,84.735808,.
14YT005047,2014,3240,V103150,FAM00505,True,3.4,2,78.7220717,.
14YT005047,2014,3240,V114589,FAM11189,False,3.1,1,78.4111394,2014
14YT005047,2014,3240,V114589,FAM11189,False,3.1,2,76.4401173,2014
14YT005047,2014,3240,V114676,FAM11223,False,3.2,1,85.1518713,2014
14YT005047,2014,3240,V114676,FAM11223,False,3.2,2,77.1648824,2014
14YT005047,2014,3240,V114685,FAM06758,False,3,1,71.2540467,2014
14YT005047,2014,3240,V114685,FAM06758,False,3,2,63.6832698,2014
14YT005047,2014,3240,V114688,FAM06758,False,3.2,1,82.3508043,2014
14YT005047,2014,3240,V114688,FAM06758,False,3.2,2,82.869917,2014
14YT005047,2014,3240,V152306,FAM13804,False,3.2,1,75.5071718,2014
14YT005047,2014,3240,V152306,FAM13804,False,3.2,2,75.6100724,2014
14YT005047,2014,3240,V152320,FAM11190,False,3.1,1,70.7350828,2014
14YT005047,2014,3240,V152320,FAM11190,False,3.1,2,74.0528832,2014
14YT005047,2014,3240,V155843,FAM13991,True,3,1,74.2609149,2011
14YT005047,2014,3240,V155843,FAM13991,True,3,2,72.3951726,2011
14YT005047,2014,3250,V103142,FAM00460,True,3.1,1,54.2443715,.
14YT005047,2014,3250,V103142,FAM00460,True,3.1,2,57.1481904,.
14YT005047,2014,3250,V103150,FAM00505,True,3.4,1,65.2380799,.
14YT005047,2014,3250,V103150,FAM00505,True,3.4,2,68.3502278,.
14YT005047,2014,3250,V114589,FAM11189,False,3.1,1,70.1130695,2014
14YT005047,2014,3250,V114589,FAM11189,False,3.1,2,63.0590261,2014
14YT005047,2014,3250,V114676,FAM11223,False,3.2,1,56.6292264,2014
14YT005047,2014,3250,V114676,FAM11223,False,3.2,2,60.9851034,2014
14YT005047,2014,3250,V114685,FAM06758,False,3,1,64.2000033,2014
14YT005047,2014,3250,V114685,FAM06758,False,3,2,63.7861704,2014
14YT005047,2014,3250,V114688,FAM06758,False,3.2,1,60.5712706,2014
14YT005047,2014,3250,V114688,FAM06758,False,3.2,2,69.8021373,2014
14YT005047,2014,3250,V152306,FAM13804,False,3.2,1,66.8981697,2014
14YT005047,2014,3250,V152306,FAM13804,False,3.2,2,51.7542368,2014
14YT005047,2014,3250,V152320,FAM11190,False,3.1,1,71.2540467,2014
14YT005047,2014,3250,V152320,FAM11190,False,3.1,2,65.9629937,2014
14YT005047,2014,3250,V155843,FAM13991,True,3,1,51.6513362,2011
14YT005047,2014,3250,V155843,FAM13991,True,3,2,60.8822029,2011
14YT005047,2014,3260,V103142,FAM00460,True,3.1,1,64.5110843,.
14YT005047,2014,3260,V103142,FAM00460,True,3.1,2,57.4592713,.
14YT005047,2014,3260,V103150,FAM00505,True,3.4,1,55.2800689,.
14YT005047,2014,3260,V103150,FAM00505,True,3.4,2,55.7991815,.
14YT005047,2014,3260,V114589,FAM11189,False,3.1,1,59.6383251,2014
14YT005047,2014,3260,V114589,FAM11189,False,3.1,2,57.5621719,2014
14YT005047,2014,3260,V114676,FAM11223,False,3.2,1,58.0811359,2014
14YT005047,2014,3260,V114676,FAM11223,False,3.2,2,49.6803141,2014
14YT005047,2014,3260,V114685,FAM06758,False,3,1,56.6292264,2014
14YT005047,2014,3260,V114685,FAM06758,False,3,2,73.2250688,2014
14YT005047,2014,3260,V114688,FAM06758,False,3.2,1,55.5933804,2014
14YT005047,2014,3260,V114688,FAM06758,False,3.2,2,58.0811359,2014
14YT005047,2014,3260,V152306,FAM13804,False,3.2,1,56.9401587,2014
14YT005047,2014,3260,V152306,FAM13804,False,3.2,2,73.3279694,2014
14YT005047,2014,3260,V152320,FAM11190,False,3.1,1,57.4592713,2014
14YT005047,2014,3260,V152320,FAM11190,False,3.1,2,54.3472721,2014
14YT005047,2014,3260,V155843,FAM13991,True,3,1,58.0811359,2011
14YT005047,2014,3260,V155843,FAM13991,True,3,2,63.4752382,2011
14YT005047,2014,3270,V103142,FAM00460,True,3.1,1,74.4690952,.
14YT005047,2014,3270,V103142,FAM00460,True,3.1,2,68.8691918,.
14YT005047,2014,3270,V103150,FAM00505,True,3.4,1,73.43087,.
14YT005047,2014,3270,V103150,FAM00505,True,3.4,2,78.9278728,.
14YT005047,2014,3270,V114589,FAM11189,False,3.1,1,68.8691918,2014
14YT005047,2014,3270,V114589,FAM11189,False,3.1,2,76.1290364,2014
14YT005047,2014,3270,V114676,FAM11223,False,3.2,1,71.2540467,2014
14YT005047,2014,3270,V114676,FAM11223,False,3.2,2,72.3951726,2014
14YT005047,2014,3270,V114685,FAM06758,False,3,1,64.7191159,2014
14YT005047,2014,3270,V114685,FAM06758,False,3,2,68.8691918,2014
14YT005047,2014,3270,V114688,FAM06758,False,3.2,1,71.4622271,2014
14YT005047,2014,3270,V114688,FAM06758,False,3.2,2,75.712973,2014
14YT005047,2014,3270,V152306,FAM13804,False,3.2,1,74.3661946,2014
14YT005047,2014,3270,V152306,FAM13804,False,3.2,2,73.5361497,2014
14YT005047,2014,3270,V152320,FAM11190,False,3.1,1,64.4081837,2014
14YT005047,2014,3270,V152320,FAM11190,False,3.1,2,67.0010703,2014
14YT005047,2014,3270,V155843,FAM13991,True,3,1,68.3502278,2011
14YT005047,2014,3270,V155843,FAM13991,True,3,2,72.6009737,2011
14YT005047,2014,3280,V103142,FAM00460,True,3.1,1,54.9691366,.
14YT005047,2014,3280,V103142,FAM00460,True,3.1,2,63.2670578,.
14YT005047,2014,3280,V103150,FAM00505,True,3.4,1,57.0454385,.
14YT005047,2014,3280,V103150,FAM00505,True,3.4,2,47.709292,.
14YT005047,2014,3280,V114589,FAM11189,False,3.1,1,62.2313604,2014
14YT005047,2014,3280,V114589,FAM11189,False,3.1,2,65.3409805,2014
14YT005047,2014,3280,V114676,FAM11223,False,3.2,1,61.1931351,2014
14YT005047,2014,3280,V114676,FAM11223,False,3.2,2,57.0454385,2014
14YT005047,2014,3280,V114685,FAM06758,False,3,1,66.3792057,2014
14YT005047,2014,3280,V114685,FAM06758,False,3,2,59.1193612,2014
14YT005047,2014,3280,V114688,FAM06758,False,3.2,1,53.9332905,2014
14YT005047,2014,3280,V114688,FAM06758,False,3.2,2,50.8212913,2014
14YT005047,2014,3280,V152306,FAM13804,False,3.2,1,59.1193612,2014
14YT005047,2014,3280,V152306,FAM13804,False,3.2,2,62.2313604,2014
14YT005047,2014,3280,V152320,FAM11190,False,3.1,1,60.1550585,2014
14YT005047,2014,3280,V152320,FAM11190,False,3.1,2,64.3052831,2014
14YT005047,2014,3280,V155843,FAM13991,True,3,1,66.3792057,2011
14YT005047,2014,3280,V155843,FAM13991,True,3,2,60.1550585,2011
14YT005047,2014,3310,V103142,FAM00460,True,3.1,1,51.3563149,.
14YT005047,2014,3310,V103142,FAM00460,True,3.1,2,53.6589385,.
14YT005047,2014,3310,V103150,FAM00505,True,3.4,1,57.5026918,.
14YT005047,2014,3310,V103150,FAM00505,True,3.4,2,74.6771269,.
14YT005047,2014,3310,V114589,FAM11189,False,3.1,1,71.4461674,2014
14YT005047,2014,3310,V114589,FAM11189,False,3.1,2,63.7381402,2014
14YT005047,2014,3310,V114676,FAM11223,False,3.2,2,60.2099289,2014
14YT005047,2014,3310,V114685,FAM06758,False,3,1,45.8297206,2014
14YT005047,2014,3310,V114685,FAM06758,False,3,2,57.0659591,2014
14YT005047,2014,3310,V114688,FAM06758,False,3.2,2,49.2070012,2014
14YT005047,2014,3310,V152306,FAM13804,False,3.2,2,51.948588,2014
14YT005047,2014,3310,V152320,FAM11190,False,3.1,1,56.9950291,2014
14YT005047,2014,3310,V152320,FAM11190,False,3.1,2,51.5942353,2014
14YT005047,2014,3310,V155843,FAM13991,True,3,1,55.9364319,2011
14YT005047,2014,3310,V155843,FAM13991,True,3,2,53.8373789,2011
14YT005047,2014,3320,V103142,FAM00460,True,3.1,1,52.5029426,.
14YT005047,2014,3320,V103142,FAM00460,True,3.1,2,55.4699591,.
